id,recording_id,user_id,stage_type,substep,attempt,started_at,completed_at,duration_seconds,status,error_message,meta,created_at
394,487,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,,1,2026-02-14 14:59:04.170292+03,2026-02-14 14:59:13.365018+03,9.194726,COMPLETED,,null,2026-02-14 14:59:04.172919+03
384,489,01KFHA268GJEDP4Z5C8Z3CBEQD,DOWNLOAD,,1,2026-02-14 14:54:50.476292+03,2026-02-14 14:59:41.536529+03,291.060237,COMPLETED,,{"file_size": 281427818},2026-02-14 14:54:50.476639+03
381,497,01KFHA268GJEDP4Z5C8Z3CBEQD,DOWNLOAD,,1,2026-02-14 14:54:50.469435+03,2026-02-14 15:00:57.835761+03,367.366326,COMPLETED,,{"file_size": 317343685},2026-02-14 14:54:50.469806+03
383,496,01KFHA268GJEDP4Z5C8Z3CBEQD,DOWNLOAD,,1,2026-02-14 14:54:50.474408+03,2026-02-14 15:01:43.183003+03,412.708595,COMPLETED,,{"file_size": 452144921},2026-02-14 14:54:50.47474+03
1041,672,01KFHA268GJEDP4Z5C8Z3CBEQD,DOWNLOAD,,1,2026-02-23 01:12:36.578579+03,2026-02-23 01:12:52.191191+03,15.612612,COMPLETED,,{"file_size": 195208784},2026-02-23 01:12:36.579148+03
1081,810,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,,1,2026-02-27 00:30:01.750593+03,2026-02-27 00:30:09.732766+03,7.982173,COMPLETED,,null,2026-02-27 00:30:01.754246+03
1105,834,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,extract_audio,1,2026-02-27 00:31:49.332495+03,2026-02-27 00:31:55.92043+03,6.587935,COMPLETED,,,2026-02-27 00:31:49.33817+03
1054,811,01KFHA268GJEDP4Z5C8Z3CBEQD,DOWNLOAD,,1,2026-02-27 00:28:13.277522+03,2026-02-27 00:32:12.090323+03,238.812801,COMPLETED,,{"file_size": 232916108},2026-02-27 00:28:13.277942+03
1130,834,01KGSQMKNX50CEFJFJ39ZBVEK8,EXTRACT_TOPICS,,1,2026-02-27 00:32:13.012188+03,2026-02-27 00:32:26.685366+03,13.673178,COMPLETED,,{"model": "deepseek", "granularity": "long"},2026-02-27 00:32:13.017571+03
1154,812,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,,1,2026-02-27 00:35:39.999915+03,2026-02-27 00:35:51.614164+03,11.614249,COMPLETED,,null,2026-02-27 00:35:40.003665+03
1177,804,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,,1,2026-02-27 00:37:28.098141+03,2026-02-27 00:37:47.49597+03,19.397829,COMPLETED,,{"model": "deepseek", "granularity": "long"},2026-02-27 00:37:28.103169+03
1200,807,01KFHA268GJEDP4Z5C8Z3CBEQD,TRANSCRIBE,,1,2026-02-27 00:39:19.791781+03,2026-02-27 00:40:37.726186+03,77.934405,COMPLETED,,{"model": "fireworks", "words": 10321, "language": "ru"},2026-02-27 00:39:19.794673+03
1224,880,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,trim_audio,1,2026-03-01 13:08:49.707128+03,2026-03-01 13:08:49.797613+03,0.090485,COMPLETED,,,2026-03-01 13:08:49.710719+03
1248,863,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,extract_audio,1,2026-03-01 13:10:35.160813+03,2026-03-01 13:10:39.510368+03,4.349555,COMPLETED,,,2026-03-01 13:10:35.165685+03
1379,807,01KFHA268GJEDP4Z5C8Z3CBEQD,UPLOAD:VK,,1,2026-03-03 14:01:29.401841+03,2026-03-03 14:05:41.69108+03,252.289239,COMPLETED,,{"platform": "vk"},2026-03-03 14:01:29.402342+03
399,487,01KFHA268GJEDP4Z5C8Z3CBEQD,TRANSCRIBE,,1,2026-02-14 14:59:13.434788+03,2026-02-14 14:59:33.446163+03,20.011375,COMPLETED,,{"model": "fireworks", "words": 7680, "language": "ru"},2026-02-14 14:59:13.437778+03
400,487,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,,1,2026-02-14 14:59:33.55364+03,2026-02-14 14:59:33.562691+03,0.009051,COMPLETED,,{"formats": ["srt", "vtt"]},2026-02-14 14:59:33.556035+03
401,487,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,,1,2026-02-14 14:59:33.554467+03,2026-02-14 14:59:45.597124+03,12.042657,COMPLETED,,{"model": "deepseek", "granularity": "long"},2026-02-14 14:59:33.558569+03
403,489,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,extract_audio,1,2026-02-14 14:59:41.598018+03,2026-02-14 14:59:47.873899+03,6.275881,COMPLETED,,,2026-02-14 14:59:41.603682+03
405,489,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,analyze_silence,1,2026-02-14 14:59:47.887495+03,2026-02-14 14:59:49.237905+03,1.35041,COMPLETED,,,2026-02-14 14:59:47.893389+03
406,489,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,trim_video,1,2026-02-14 14:59:49.253335+03,2026-02-14 14:59:49.890684+03,0.637349,COMPLETED,,,2026-02-14 14:59:49.25866+03
407,489,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,trim_audio,1,2026-02-14 14:59:49.901954+03,2026-02-14 14:59:50.111442+03,0.209488,COMPLETED,,,2026-02-14 14:59:49.906308+03
402,489,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,,1,2026-02-14 14:59:41.590032+03,2026-02-14 14:59:50.122145+03,8.532113,COMPLETED,,null,2026-02-14 14:59:41.592665+03
408,489,01KFHA268GJEDP4Z5C8Z3CBEQD,TRANSCRIBE,,1,2026-02-14 14:59:50.202025+03,2026-02-14 15:00:09.519612+03,19.317587,COMPLETED,,{"model": "fireworks", "words": 5602, "language": "ru"},2026-02-14 14:59:50.205002+03
409,489,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,,1,2026-02-14 15:00:09.617677+03,2026-02-14 15:00:09.626147+03,0.00847,COMPLETED,,{"formats": ["srt", "vtt"]},2026-02-14 15:00:09.61988+03
404,487,01KFHA268GJEDP4Z5C8Z3CBEQD,UPLOAD:VK,,1,2026-02-14 14:59:46.346214+03,2026-02-14 15:00:11.772311+03,25.426097,COMPLETED,,{"platform": "vk"},2026-02-14 14:59:46.346739+03
410,489,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,,1,2026-02-14 15:00:09.618482+03,2026-02-14 15:00:19.685945+03,10.067463,COMPLETED,,{"model": "deepseek", "granularity": "long"},2026-02-14 15:00:09.622302+03
411,489,01KFHA268GJEDP4Z5C8Z3CBEQD,UPLOAD:VK,,1,2026-02-14 15:00:20.789835+03,2026-02-14 15:00:55.48445+03,34.694615,COMPLETED,,{"platform": "vk"},2026-02-14 15:00:20.790506+03
413,497,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,extract_audio,1,2026-02-14 15:00:57.905025+03,2026-02-14 15:01:05.227752+03,7.322727,COMPLETED,,,2026-02-14 15:00:57.909189+03
414,497,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,analyze_silence,1,2026-02-14 15:01:05.239398+03,2026-02-14 15:01:06.946444+03,1.707046,COMPLETED,,,2026-02-14 15:01:05.244986+03
415,497,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,trim_video,1,2026-02-14 15:01:06.95946+03,2026-02-14 15:01:07.628554+03,0.669094,COMPLETED,,,2026-02-14 15:01:06.965824+03
416,497,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,trim_audio,1,2026-02-14 15:01:07.640893+03,2026-02-14 15:01:07.858643+03,0.21775,COMPLETED,,,2026-02-14 15:01:07.646143+03
412,497,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,,1,2026-02-14 15:00:57.8976+03,2026-02-14 15:01:07.874373+03,9.976773,COMPLETED,,null,2026-02-14 15:00:57.900829+03
417,497,01KFHA268GJEDP4Z5C8Z3CBEQD,TRANSCRIBE,,1,2026-02-14 15:01:07.958221+03,2026-02-14 15:01:24.900997+03,16.942776,COMPLETED,,{"model": "fireworks", "words": 6770, "language": "ru"},2026-02-14 15:01:07.961987+03
418,497,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,,1,2026-02-14 15:01:24.997307+03,2026-02-14 15:01:25.005644+03,0.008337,COMPLETED,,{"formats": ["srt", "vtt"]},2026-02-14 15:01:24.999481+03
419,497,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,,1,2026-02-14 15:01:24.998143+03,2026-02-14 15:01:37.859771+03,12.861628,COMPLETED,,{"model": "deepseek", "granularity": "long"},2026-02-14 15:01:25.001784+03
422,496,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,extract_audio,1,2026-02-14 15:01:43.254738+03,2026-02-14 15:01:58.209792+03,14.955054,COMPLETED,,,2026-02-14 15:01:43.259363+03
423,496,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,analyze_silence,1,2026-02-14 15:01:58.223476+03,2026-02-14 15:02:01.113046+03,2.88957,COMPLETED,,,2026-02-14 15:01:58.228859+03
424,496,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,trim_video,1,2026-02-14 15:02:01.12305+03,2026-02-14 15:02:02.380046+03,1.256996,COMPLETED,,,2026-02-14 15:02:01.127947+03
425,496,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,trim_audio,1,2026-02-14 15:02:02.389573+03,2026-02-14 15:02:02.826624+03,0.437051,COMPLETED,,,2026-02-14 15:02:02.393044+03
421,496,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,,1,2026-02-14 15:01:43.248518+03,2026-02-14 15:02:02.838983+03,19.590465,COMPLETED,,null,2026-02-14 15:01:43.25104+03
420,497,01KFHA268GJEDP4Z5C8Z3CBEQD,UPLOAD:VK,,1,2026-02-14 15:01:38.873782+03,2026-02-14 15:02:14.932609+03,36.058827,COMPLETED,,{"platform": "vk"},2026-02-14 15:01:38.874315+03
426,496,01KFHA268GJEDP4Z5C8Z3CBEQD,TRANSCRIBE,,1,2026-02-14 15:02:02.915231+03,2026-02-14 15:02:29.300812+03,26.385581,COMPLETED,,{"model": "fireworks", "words": 16565, "language": "ru"},2026-02-14 15:02:02.918028+03
427,496,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,,1,2026-02-14 15:02:29.477863+03,2026-02-14 15:02:29.492048+03,0.014185,COMPLETED,,{"formats": ["srt", "vtt"]},2026-02-14 15:02:29.480982+03
428,496,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,,1,2026-02-14 15:02:29.479135+03,2026-02-14 15:02:57.169831+03,27.690696,COMPLETED,,{"model": "deepseek", "granularity": "long"},2026-02-14 15:02:29.484206+03
429,496,01KFHA268GJEDP4Z5C8Z3CBEQD,UPLOAD:VK,,1,2026-02-14 15:02:57.507213+03,2026-02-14 15:03:36.467436+03,38.960223,COMPLETED,,{"platform": "vk"},2026-02-14 15:02:57.507703+03
431,462,01KFHA268GJEDP4Z5C8Z3CBEQD,DOWNLOAD,,1,2026-02-14 15:05:04.222191+03,2026-02-14 15:05:05.113552+03,0.891361,FAILED,Download failed,null,2026-02-14 15:05:04.222577+03
430,459,01KFHA268GJEDP4Z5C8Z3CBEQD,DOWNLOAD,,1,2026-02-14 15:03:39.655611+03,2026-02-14 15:05:16.711466+03,97.055855,COMPLETED,,{"file_size": 332729267},2026-02-14 15:03:39.656038+03
433,459,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,extract_audio,1,2026-02-14 15:05:16.771762+03,2026-02-14 15:05:27.001326+03,10.229564,COMPLETED,,,2026-02-14 15:05:16.776475+03
434,459,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,analyze_silence,1,2026-02-14 15:05:27.013205+03,2026-02-14 15:05:29.211095+03,2.19789,COMPLETED,,,2026-02-14 15:05:27.01713+03
435,459,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,trim_video,1,2026-02-14 15:05:29.227128+03,2026-02-14 15:05:30.335638+03,1.10851,COMPLETED,,,2026-02-14 15:05:29.23447+03
436,459,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,trim_audio,1,2026-02-14 15:05:30.345645+03,2026-02-14 15:05:30.676188+03,0.330543,COMPLETED,,,2026-02-14 15:05:30.349421+03
432,459,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,,1,2026-02-14 15:05:16.764319+03,2026-02-14 15:05:30.690646+03,13.926327,COMPLETED,,null,2026-02-14 15:05:16.767208+03
437,459,01KFHA268GJEDP4Z5C8Z3CBEQD,TRANSCRIBE,,1,2026-02-14 15:05:30.762425+03,2026-02-14 15:05:49.267373+03,18.504948,COMPLETED,,{"model": "fireworks", "words": 10217, "language": "ru"},2026-02-14 15:05:30.765103+03
438,459,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,,1,2026-02-14 15:05:49.394531+03,2026-02-14 15:05:49.405652+03,0.011121,COMPLETED,,{"formats": ["srt", "vtt"]},2026-02-14 15:05:49.396975+03
439,459,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,,1,2026-02-14 15:05:49.395727+03,2026-02-14 15:06:12.091307+03,22.69558,COMPLETED,,{"model": "deepseek", "granularity": "long"},2026-02-14 15:05:49.400219+03
440,459,01KFHA268GJEDP4Z5C8Z3CBEQD,UPLOAD:VK,,1,2026-02-14 15:06:12.400603+03,2026-02-14 15:06:46.604369+03,34.203766,COMPLETED,,{"platform": "vk"},2026-02-14 15:06:12.401142+03
444,490,01KFHA268GJEDP4Z5C8Z3CBEQD,UPLOAD:YOUTUBE,,1,2026-02-14 15:09:21.586195+03,2026-02-14 15:10:27.198956+03,65.612761,COMPLETED,,{"platform": "youtube"},2026-02-14 15:09:21.586562+03
442,487,01KFHA268GJEDP4Z5C8Z3CBEQD,UPLOAD:YOUTUBE,,1,2026-02-14 15:09:21.472947+03,2026-02-14 15:10:45.582906+03,84.109959,COMPLETED,,{"platform": "youtube"},2026-02-14 15:09:21.473394+03
443,489,01KFHA268GJEDP4Z5C8Z3CBEQD,UPLOAD:YOUTUBE,,1,2026-02-14 15:09:21.582672+03,2026-02-14 15:11:20.606609+03,119.023937,COMPLETED,,{"platform": "youtube"},2026-02-14 15:09:21.583076+03
445,497,01KFHA268GJEDP4Z5C8Z3CBEQD,UPLOAD:YOUTUBE,,1,2026-02-14 15:09:21.633907+03,2026-02-14 15:11:27.915265+03,126.281358,COMPLETED,,{"platform": "youtube"},2026-02-14 15:09:21.634325+03
441,459,01KFHA268GJEDP4Z5C8Z3CBEQD,UPLOAD:YOUTUBE,,1,2026-02-14 15:09:21.434672+03,2026-02-14 15:11:32.842506+03,131.407834,COMPLETED,,{"platform": "youtube"},2026-02-14 15:09:21.435189+03
1042,672,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,,1,2026-02-23 01:12:52.251825+03,2026-02-23 01:13:03.12875+03,10.876925,COMPLETED,,null,2026-02-23 01:12:52.254979+03
446,496,01KFHA268GJEDP4Z5C8Z3CBEQD,UPLOAD:YOUTUBE,,1,2026-02-14 15:09:21.635555+03,2026-02-14 15:11:42.411158+03,140.775603,COMPLETED,,{"platform": "youtube"},2026-02-14 15:09:21.635894+03
447,462,01KFHA268GJEDP4Z5C8Z3CBEQD,DOWNLOAD,,1,2026-02-14 15:15:05.172548+03,2026-02-14 15:15:05.601797+03,0.429249,FAILED,Download failed,null,2026-02-14 15:15:05.172988+03
448,462,01KFHA268GJEDP4Z5C8Z3CBEQD,DOWNLOAD,,1,2026-02-14 15:25:05.665632+03,2026-02-14 15:25:06.109441+03,0.443809,FAILED,Download failed,null,2026-02-14 15:25:05.666123+03
449,462,01KFHA268GJEDP4Z5C8Z3CBEQD,DOWNLOAD,,1,2026-02-14 15:35:06.187007+03,2026-02-14 15:35:06.614+03,0.426993,FAILED,Download failed,null,2026-02-14 15:35:06.187608+03
460,589,01KGSQMKNX50CEFJFJ39ZBVEK8,DOWNLOAD,,1,2026-02-14 15:58:00.379557+03,2026-02-14 16:02:11.1775+03,250.797943,COMPLETED,,{"file_size": 93827432},2026-02-14 15:58:00.37988+03
463,589,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,extract_audio,1,2026-02-14 16:02:11.279712+03,2026-02-14 16:02:14.6165+03,3.336788,COMPLETED,,,2026-02-14 16:02:11.287154+03
464,589,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,analyze_silence,1,2026-02-14 16:02:14.629859+03,2026-02-14 16:02:15.412545+03,0.782686,COMPLETED,,,2026-02-14 16:02:14.634745+03
465,589,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,trim_video,1,2026-02-14 16:02:15.428654+03,2026-02-14 16:02:15.826789+03,0.398135,COMPLETED,,,2026-02-14 16:02:15.436212+03
466,589,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,trim_audio,1,2026-02-14 16:02:15.836311+03,2026-02-14 16:02:15.998139+03,0.161828,COMPLETED,,,2026-02-14 16:02:15.84041+03
462,589,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,,1,2026-02-14 16:02:11.269341+03,2026-02-14 16:02:16.011943+03,4.742602,COMPLETED,,null,2026-02-14 16:02:11.273224+03
467,589,01KGSQMKNX50CEFJFJ39ZBVEK8,TRANSCRIBE,,1,2026-02-14 16:02:16.103998+03,2026-02-14 16:02:26.969269+03,10.865271,COMPLETED,,{"model": "fireworks", "words": 3254, "language": "ru"},2026-02-14 16:02:16.108045+03
468,589,01KGSQMKNX50CEFJFJ39ZBVEK8,GENERATE_SUBTITLES,,1,2026-02-14 16:02:27.053172+03,2026-02-14 16:02:27.062546+03,0.009374,COMPLETED,,{"formats": ["srt", "vtt"]},2026-02-14 16:02:27.055396+03
469,589,01KGSQMKNX50CEFJFJ39ZBVEK8,EXTRACT_TOPICS,,1,2026-02-14 16:02:27.053965+03,2026-02-14 16:02:37.628671+03,10.574706,COMPLETED,,{"model": "deepseek", "granularity": "long"},2026-02-14 16:02:27.057957+03
470,589,01KGSQMKNX50CEFJFJ39ZBVEK8,UPLOAD:VK,,1,2026-02-14 16:02:38.382312+03,2026-02-14 16:02:52.129067+03,13.746755,COMPLETED,,{"platform": "vk"},2026-02-14 16:02:38.383106+03
451,526,01KGSQMKNX50CEFJFJ39ZBVEK8,DOWNLOAD,,1,2026-02-14 15:58:00.342598+03,2026-02-14 16:05:42.275372+03,461.932774,COMPLETED,,{"file_size": 134816088},2026-02-14 15:58:00.343227+03
472,526,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,extract_audio,1,2026-02-14 16:05:42.352421+03,2026-02-14 16:05:47.138844+03,4.786423,COMPLETED,,,2026-02-14 16:05:42.357737+03
473,526,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,analyze_silence,1,2026-02-14 16:05:47.150106+03,2026-02-14 16:05:48.337539+03,1.187433,COMPLETED,,,2026-02-14 16:05:47.155977+03
474,526,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,trim_video,1,2026-02-14 16:05:48.35032+03,2026-02-14 16:05:49.073495+03,0.723175,COMPLETED,,,2026-02-14 16:05:48.4227+03
475,526,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,trim_audio,1,2026-02-14 16:05:49.082686+03,2026-02-14 16:05:49.305426+03,0.22274,COMPLETED,,,2026-02-14 16:05:49.087336+03
471,526,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,,1,2026-02-14 16:05:42.343624+03,2026-02-14 16:05:49.320266+03,6.976642,COMPLETED,,null,2026-02-14 16:05:42.347035+03
476,526,01KGSQMKNX50CEFJFJ39ZBVEK8,TRANSCRIBE,,1,2026-02-14 16:05:49.415621+03,2026-02-14 16:06:04.554941+03,15.13932,COMPLETED,,{"model": "fireworks", "words": 3654, "language": "ru"},2026-02-14 16:05:49.419685+03
477,526,01KGSQMKNX50CEFJFJ39ZBVEK8,GENERATE_SUBTITLES,,1,2026-02-14 16:06:04.656067+03,2026-02-14 16:06:04.66458+03,0.008513,COMPLETED,,{"formats": ["srt", "vtt"]},2026-02-14 16:06:04.65865+03
478,526,01KGSQMKNX50CEFJFJ39ZBVEK8,EXTRACT_TOPICS,,1,2026-02-14 16:06:04.656954+03,2026-02-14 16:06:14.0497+03,9.392746,COMPLETED,,{"model": "deepseek", "granularity": "long"},2026-02-14 16:06:04.661445+03
479,526,01KGSQMKNX50CEFJFJ39ZBVEK8,UPLOAD:VK,,1,2026-02-14 16:06:15.082801+03,2026-02-14 16:06:32.900674+03,17.817873,COMPLETED,,{"platform": "vk"},2026-02-14 16:06:15.083769+03
450,546,01KGSQMKNX50CEFJFJ39ZBVEK8,DOWNLOAD,,1,2026-02-14 15:58:00.272943+03,2026-02-14 16:06:57.39523+03,537.122287,COMPLETED,,{"file_size": 132332833},2026-02-14 15:58:00.273753+03
453,545,01KGSQMKNX50CEFJFJ39ZBVEK8,DOWNLOAD,,1,2026-02-14 15:58:00.360155+03,2026-02-14 16:07:00.683936+03,540.323781,COMPLETED,,{"file_size": 133731423},2026-02-14 15:58:00.360459+03
481,546,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,extract_audio,1,2026-02-14 16:06:57.484888+03,2026-02-14 16:07:02.855105+03,5.370217,COMPLETED,,,2026-02-14 16:06:57.489191+03
484,546,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,analyze_silence,1,2026-02-14 16:07:02.867115+03,2026-02-14 16:07:04.170658+03,1.303543,COMPLETED,,,2026-02-14 16:07:02.872569+03
485,546,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,trim_video,1,2026-02-14 16:07:04.18437+03,2026-02-14 16:07:04.828077+03,0.643707,COMPLETED,,,2026-02-14 16:07:04.191286+03
486,546,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,trim_audio,1,2026-02-14 16:07:04.842906+03,2026-02-14 16:07:05.071902+03,0.228996,COMPLETED,,,2026-02-14 16:07:04.847798+03
480,546,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,,1,2026-02-14 16:06:57.477787+03,2026-02-14 16:07:05.085271+03,7.607484,COMPLETED,,null,2026-02-14 16:06:57.48095+03
483,545,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,extract_audio,1,2026-02-14 16:07:00.802893+03,2026-02-14 16:07:05.629449+03,4.826556,COMPLETED,,,2026-02-14 16:07:00.807457+03
488,545,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,analyze_silence,1,2026-02-14 16:07:05.649861+03,2026-02-14 16:07:06.66907+03,1.019209,COMPLETED,,,2026-02-14 16:07:05.656626+03
489,545,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,trim_video,1,2026-02-14 16:07:06.683625+03,2026-02-14 16:07:07.14791+03,0.464285,COMPLETED,,,2026-02-14 16:07:06.692499+03
490,545,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,trim_audio,1,2026-02-14 16:07:07.164938+03,2026-02-14 16:07:07.339151+03,0.174213,COMPLETED,,,2026-02-14 16:07:07.171396+03
482,545,01KGSQMKNX50CEFJFJ39ZBVEK8,TRIM,,1,2026-02-14 16:07:00.79455+03,2026-02-14 16:07:07.351133+03,6.556583,COMPLETED,,null,2026-02-14 16:07:00.798344+03
487,546,01KGSQMKNX50CEFJFJ39ZBVEK8,TRANSCRIBE,,1,2026-02-14 16:07:05.174936+03,2026-02-14 16:07:22.481183+03,17.306247,COMPLETED,,{"model": "fireworks", "words": 7732, "language": "ru"},2026-02-14 16:07:05.177853+03
492,546,01KGSQMKNX50CEFJFJ39ZBVEK8,GENERATE_SUBTITLES,,1,2026-02-14 16:07:22.587054+03,2026-02-14 16:07:22.595693+03,0.008639,COMPLETED,,{"formats": ["srt", "vtt"]},2026-02-14 16:07:22.589179+03
491,545,01KGSQMKNX50CEFJFJ39ZBVEK8,TRANSCRIBE,,1,2026-02-14 16:07:07.433924+03,2026-02-14 16:07:23.348797+03,15.914873,COMPLETED,,{"model": "fireworks", "words": 6792, "language": "ru"},2026-02-14 16:07:07.436542+03
494,545,01KGSQMKNX50CEFJFJ39ZBVEK8,GENERATE_SUBTITLES,,1,2026-02-14 16:07:23.458178+03,2026-02-14 16:07:23.469579+03,0.011401,COMPLETED,,{"formats": ["srt", "vtt"]},2026-02-14 16:07:23.46062+03
495,545,01KGSQMKNX50CEFJFJ39ZBVEK8,EXTRACT_TOPICS,,1,2026-02-14 16:07:23.459833+03,2026-02-14 16:07:34.631039+03,11.171206,COMPLETED,,{"model": "deepseek", "granularity": "long"},2026-02-14 16:07:23.465528+03
493,546,01KGSQMKNX50CEFJFJ39ZBVEK8,EXTRACT_TOPICS,,1,2026-02-14 16:07:22.587839+03,2026-02-14 16:07:35.254712+03,12.666873,COMPLETED,,{"model": "deepseek", "granularity": "long"},2026-02-14 16:07:22.591813+03
461,462,01KFHA268GJEDP4Z5C8Z3CBEQD,DOWNLOAD,,1,2026-02-14 15:59:06.408057+03,2026-02-14 16:07:38.230166+03,511.822109,COMPLETED,,{"file_size": 151862038},2026-02-14 15:59:06.412602+03
458,596,01KGSQMKNX50CEFJFJ39ZBVEK8,DOWNLOAD,,1,2026-02-14 15:58:00.377715+03,2026-02-14 16:08:33.498543+03,633.120828,COMPLETED,,{"file_size": 167676601},2026-02-14 15:58:00.378053+03
452,481,01KGSQMKNX50CEFJFJ39ZBVEK8,DOWNLOAD,,1,2026-02-14 15:58:00.35862+03,2026-02-14 16:12:11.882134+03,851.523514,COMPLETED,,{"file_size": 292877750},2026-02-14 15:58:00.359+03
459,591,01KGSQMKNX50CEFJFJ39ZBVEK8,DOWNLOAD,,1,2026-02-14 15:58:00.378883+03,2026-02-14 16:12:18.279731+03,857.900848,COMPLETED,,{"file_size": 346327503},2026-02-14 15:58:00.379188+03
456,595,01KGSQMKNX50CEFJFJ39ZBVEK8,DOWNLOAD,,1,2026-02-14 15:58:00.367468+03,2026-02-14 16:12:34.572159+03,874.204691,COMPLETED,,{"file_size": 329778578},2026-02-14 15:58:00.367826+03
455,586,01KGSQMKNX50CEFJFJ39ZBVEK8,DOWNLOAD,,1,2026-02-14 15:58:00.366307+03,2026-02-14 16:13:15.93535+03,915.569043,COMPLETED,,{"file_size": 414302448},2026-02-14 15:58:00.366797+03
499,462,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,extract_audio,1,2026-02-14 16:07:38.303537+03,2026-02-14 16:07:45.787496+03,7.483959,COMPLETED,,,2026-02-14 16:07:38.312345+03
500,462,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,analyze_silence,1,2026-02-14 16:07:45.802747+03,2026-02-14 16:07:47.5043+03,1.701553,COMPLETED,,,2026-02-14 16:07:45.810217+03
501,462,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,trim_video,1,2026-02-14 16:07:47.51323+03,2026-02-14 16:07:48.210062+03,0.696832,COMPLETED,,,2026-02-14 16:07:47.517075+03
502,462,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,trim_audio,1,2026-02-14 16:07:48.222655+03,2026-02-14 16:07:48.473421+03,0.250766,COMPLETED,,,2026-02-14 16:07:48.229581+03
498,462,01KFHA268GJEDP4Z5C8Z3CBEQD,TRIM,,1,2026-02-14 16:07:38.295846+03,2026-02-14 16:07:48.487322+03,10.191476,COMPLETED,,null,2026-02-14 16:07:38.298911+03
496,545,01KGSQMKNX50CEFJFJ39ZBVEK8,UPLOAD:VK,,1,2026-02-14 16:07:35.282953+03,2026-02-14 16:08:13.29426+03,38.011307,COMPLETED,,{"platform": "vk"},2026-02-14 16:07:35.283594+03
